,x1,x2,y
0,0.0,0.0,2.28481717713
1,-0.151515151515,-0.252525252525,1.68646822328
2,0.252525252525,0.656565656566,2.03012413754
3,0.353535353535,-5.0,-0.0922502118081
4,0.151515151515,-5.0,-0.20537906721
5,0.252525252525,-5.0,-0.196275723005
6,-0.151515151515,0.0505050505051,2.40146981745
7,-0.151515151515,0.454545454545,2.91750465261
8,-0.151515151515,1.26262626263,2.1263122191
9,0.252525252525,1.06060606061,1.55501592099
10,0.252525252525,-0.0505050505051,1.82792851984
11,-0.151515151515,1.76767676768,1.56763842179
12,-0.151515151515,2.37373737374,0.1403768452
13,0.252525252525,-0.454545454545,1.16554536014
14,0.252525252525,1.46464646465,0.966002189305
15,0.252525252525,-0.757575757576,0.633324467293
16,-0.151515151515,-0.555555555556,0.856805236934
17,0.252525252525,1.76767676768,0.535877947252
18,-0.151515151515,-0.757575757576,0.599809477559
19,-0.151515151515,-0.959595959596,0.242461760559
20,0.252525252525,-0.858585858586,0.411393474701
21,0.252525252525,1.86868686869,0.325553005278
22,0.252525252525,-0.959595959596,0.223010102611
23,-0.151515151515,0.858585858586,2.57430804203
24,-0.151515151515,2.07070707071,0.90068539115
25,-0.151515151515,-0.959595959596,0.416877475741
26,-0.151515151515,-1.06060606061,0.0832002087315
27,0.252525252525,1.86868686869,0.331037531952
28,0.252525252525,1.9696969697,0.13123159658
29,-0.151515151515,2.07070707071,0.975064095302
30,-0.151515151515,0.555555555556,2.90842066748
31,-0.151515151515,1.36363636364,2.00372180686
32,-0.151515151515,0.0505050505051,2.41070754542
33,-0.151515151515,0.959595959596,2.4611724569
34,-0.151515151515,2.27272727273,0.461198213037
35,-0.151515151515,0.353535353535,2.83168071029
36,-0.151515151515,0.656565656566,2.7997256219
37,-0.151515151515,0.252525252525,2.79834183117
38,-0.151515151515,0.656565656566,2.76366229942
39,-0.151515151515,0.252525252525,2.75153814731
40,-0.151515151515,0.656565656566,2.72568431278
41,-0.151515151515,0.353535353535,2.72925995933
42,-0.151515151515,0.656565656566,2.90986373099
43,-0.151515151515,0.656565656566,2.848160284
44,-0.151515151515,0.353535353535,2.77455942892
45,-0.151515151515,0.656565656566,2.76696002088
46,-0.151515151515,0.353535353535,2.82463217004
47,-0.151515151515,0.656565656566,2.8673740786
48,-0.151515151515,0.353535353535,2.77975791465
49,-0.151515151515,0.656565656566,2.6970388676
50,-0.151515151515,0.353535353535,2.74893625941
51,-0.151515151515,0.656565656566,2.83317719278
52,-0.151515151515,0.353535353535,2.82294767144
53,-0.151515151515,0.656565656566,2.8944054776
54,-0.151515151515,0.353535353535,2.86513661
55,-0.151515151515,0.656565656566,2.92859011643
56,-0.151515151515,0.353535353535,2.82971756446
57,-0.151515151515,0.656565656566,2.85810091608
58,-0.151515151515,0.353535353535,2.87766354899
59,-0.151515151515,0.656565656566,2.67132901849
60,-0.151515151515,0.353535353535,2.84384725577
61,-0.151515151515,0.656565656566,2.88099686488
62,-0.151515151515,0.353535353535,2.81922573871
63,-0.151515151515,0.656565656566,2.83607491717
64,-0.151515151515,0.353535353535,2.84015921938
65,-0.151515151515,0.656565656566,2.83540086297
66,-0.151515151515,0.353535353535,2.82201613034
67,-0.151515151515,0.656565656566,2.80095063326
68,-0.151515151515,0.353535353535,2.90305622961
69,-0.151515151515,0.656565656566,2.80290539566
70,-0.151515151515,0.353535353535,2.84711981587
71,-0.151515151515,0.353535353535,2.81204030112
72,-0.151515151515,0.353535353535,2.80385209515
73,-0.151515151515,0.353535353535,2.7927617308
74,-0.151515151515,0.353535353535,2.79488550252
75,-0.151515151515,0.353535353535,2.76721819855
76,-0.151515151515,0.656565656566,2.8300598193
77,-0.151515151515,0.656565656566,2.7850023836
78,-0.151515151515,0.353535353535,2.79037120828
79,-0.151515151515,0.353535353535,2.85317182484
80,-0.151515151515,0.353535353535,2.83365842701
81,-0.151515151515,0.353535353535,2.87885867687
82,-0.151515151515,0.353535353535,2.813659341
83,-0.151515151515,0.353535353535,2.78739783667
84,-0.151515151515,0.555555555556,2.86013675521
85,-0.151515151515,0.353535353535,2.72191887941
86,-0.151515151515,0.555555555556,2.92661343984
87,-0.151515151515,0.353535353535,2.80986405582
88,-0.151515151515,0.555555555556,2.88647126266
89,-0.151515151515,0.353535353535,2.88273465624
90,-0.151515151515,0.555555555556,3.01745681928
91,-0.151515151515,0.353535353535,2.8351024697
92,-0.151515151515,0.555555555556,2.93365992722
93,-0.151515151515,0.555555555556,3.00811701762
94,-0.151515151515,0.555555555556,2.96627326355
95,-0.151515151515,0.555555555556,2.99483568633
96,-0.151515151515,0.555555555556,3.01078666963
97,-0.151515151515,0.555555555556,2.95264544299
